Date,User,Capitec_Tweets
2022-12-24 16:22:32+00:00,prettyanzy55,"@TheInsiderSA @CapitecBankSA To further my education get a degree improve my job opportunities and create a better life. 
#CapitecLiveBetter"
2022-12-24 16:12:30+00:00,RasNdlovu,@vongani2 @AbsaSouthAfrica @FNBSA @Nedbank @CapitecBankSA 😂😂😂
2022-12-24 16:12:17+00:00,ThomMashinini,@TheInsiderSA @CapitecBankSA Save/Invest for the future and to open my own oil company #CapitecLiveBetter
2022-12-24 16:11:37+00:00,KumeshnieGovin1,"@TheInsiderSA @CapitecBankSA I want to get my drivers license so that I can start driving and start my own business which will include deliveries 

#LetsStartToday 
#CapitecLiveBetter"
2022-12-24 15:54:50+00:00,RanthaNair,"@TheInsiderSA @CapitecBankSA I plan to live better by making better financial choices, saving and getting rid of my credit card. #CapitecLiveBetter"
2022-12-24 15:53:11+00:00,Mojapelomapere,@TUMI02GP @CapitecBankSA Hao @capitecbankSA?
2022-12-24 15:53:04+00:00,MabeeThamae,"@TheInsiderSA @CapitecBankSA My plan to live better is to complete my diploma, get that job overseas so that I can help my mom and siblings inprder for them to get a better future like me. All in all a debt free life😭😭😭🙏🙏🙏🕯🕯🕯 #CapitecLiveBetter #TheInsiderSA @CapitecBankSA"
2022-12-24 15:49:55+00:00,nonhle_sindi,"@TheInsiderSA @CapitecBankSA Just to open my small catering business so that I can finish my studies #capiteclivebetter
#TheinsiderSA"
2022-12-24 15:42:27+00:00,SiphosethuNzam1,@TheInsiderSA @CapitecBankSA My Plan  to live Better is to start my own Baking business in 2023 #CapitecLiveBetter
2022-12-24 15:41:27+00:00,lungilemhlang18,"@TheInsiderSA @CapitecBankSA Used to expand my business in West mall to equipments that I need in order for me to save money for rainy days 
 #CapitecLiveBetter"
2022-12-24 15:19:55+00:00,LeboKosana,"@CapitecBankSA NO NO NO NO!!!! This policy has lapsed, you sent me an sms last week!!!! Why are you doing this to me😭😭 I can't reverse it, I can't breathe! Im supposed to buy food with that R300!!! Yho nkare ka fainta ke weak😭😭😭😭😭you see there's nothing coming in, YOU SEE! https://t.co/JFcj148U81"
2022-12-24 15:17:10+00:00,LornsNkatha,"@TheInsiderSA @CapitecBankSA My plan  is  to open  my business  so I can live better and I  have started  with the process of making  it a reality
#CapitecLiveBetter"
2022-12-24 15:12:50+00:00,phutego,@CapitecBankSA deposited money while typing reference electricity went off ..waited till electricity comes back and the ATM operated propey but no money came to my acc ...what must happen now ?
2022-12-24 15:08:40+00:00,Charles48253336,"@TheInsiderSA @CapitecBankSA This will come handy for groceries and school items needed, currently unemployed for 2 years but also share some food with my unemployed neighbour and his daughter"
2022-12-24 15:08:14+00:00,Tshifhiwa_madav,"@TheInsiderSA @CapitecBankSA To expand my Kota business 
#CapitecLiveBetter"
2022-12-24 14:58:03+00:00,Karabo02467209,"@TheInsiderSA @CapitecBankSA To save money and be obedient in the savings goals #CapitecLiveBetter
#TheInsideSA"
2022-12-24 14:45:19+00:00,JabulaniLep,@CapitecBankSA is the worst bank you can ever bank with. Made a huge transaction and it’s “Suspected” to be a fraudulent transaction. My account was blocked. Now I must wait until Wednesday to confirm my identity??? My kids are going to have a black Christmas!!! A whole 5 days!!!
2022-12-24 14:40:32+00:00,__nucifera,"@TheInsiderSA @CapitecBankSA My #CapitecLiveBetter plan is to finally start the jogging I've been pushing off, start of school in a positive way and to work so well that by the time my probation is over at work, I fully feel settled in and part of the team.

#TheInsiderSA
#Capitec
#LiveBetter
@CapitecBankSA"
2022-12-24 14:31:46+00:00,Xan32,"@CapitecBankSA This is how it looked yesterday,but all is sorted now https://t.co/RewDTIwsjc"
2022-12-24 14:31:05+00:00,Misskitty_kitt8,"@TheInsiderSA @CapitecBankSA Save as much money as l possibly can and learn a new skill which l can turn into a sustainable side hustle.

#CapitecLiveBetter"
2022-12-24 14:30:05+00:00,YayXMavii,@TheInsiderSA @CapitecBankSA My plan is to start saving money and finance my business.  #CapitecLiveBetter
2022-12-24 14:28:58+00:00,AfricanAfric,"@ladyhuneybee @TUMI02GP @CapitecBankSA Nah there is something creepy about Asbsa,try @StandardBankZA"
2022-12-24 14:24:18+00:00,kwena_mohau,@TheInsiderSA @CapitecBankSA #CapitecLiveBetter my plan to live better is to ensure that my kids have money for school unisform and for my dream to turn into reality is if i can with the #CapitecLiveBetter competition
2022-12-24 14:18:43+00:00,NamiGabos,"@CapitecBankSA @marthafocker_ Honestly @CapitecBankSA u are not that other bank, the question should be directed to other bank. When it comes to immediate payment that u charge less than a R10, is immediate payment it doesn't even  take 60sec.
Continue to be the best"
2022-12-24 14:14:05+00:00,patason01,@TheInsiderSA @CapitecBankSA Its to open a corner barbershop with affordable prices #CapitecLiveBetter
2022-12-24 14:12:42+00:00,NamiGabos,@LeeTheDribbler @marthafocker_ @CapitecBankSA True is that other bank.
2022-12-24 14:11:28+00:00,NamiGabos,"@marthafocker_ @CapitecBankSA Honestly @CapitecBankSA is just being polite kind with u, Why don't u ask the other bank? U question was gonna be more relevant if u did from @CapitecBankSA but i understand they speak on behalf of the whole banking industry."
2022-12-24 14:10:17+00:00,yamkelampini,"@TheInsiderSA @CapitecBankSA #CapitecLiveBetter 

I plan to live better by taking care of my health and prioritizing check ups as well as yearly screenings. You cannot pour from an empty cup, put yourself first."
2022-12-24 14:05:22+00:00,Michell72567612,"@TheInsiderSA @CapitecBankSA #CapitecLiveBetter

I am going to study and get my matric at the age of 32.... I made stupid choices at a young age and now I have a 7 year old and want to support her properly..."
2022-12-24 14:04:27+00:00,WanitaSkors,@TheInsiderSA @CapitecBankSA I want to save more in 2023 and #capitec is already making this possible. #capiteclivebetter will make it possible for my first ever internationally holiday in Italy!
2022-12-24 13:58:13+00:00,IamSib_Z,"@TheInsiderSA @CapitecBankSA My plan is to get employed, then I'll take it from there #CapitecLiveBetter @CapitecBankSA"
2022-12-24 13:57:30+00:00,JayMabrrr,"@TheInsiderSA @CapitecBankSA Im planning to focus on my seedlings farming business and get customers to supply with my seedlings
#CapitecLiveBetter 
#TheInsiderSA"
2022-12-24 13:55:38+00:00,kgomotse43,"@TheInsiderSA @CapitecBankSA #capitecBankSA To live better &amp; turn my dream into reality is firstly to follow my ultimate goals &amp; invest as little as I can esp 10% of my salary saving it for tough times during rainy days covid-19 taught me lesson that's it's worth it to have plan A,B&amp;C"
2022-12-24 13:53:51+00:00,Raesetja123,"@TUMI02GP @CapitecBankSA Yoh they once said that to me. That time I'm depressed , you know what I told myself no more Capitec."
2022-12-24 13:49:58+00:00,OLUWAKARABO,@TheInsiderSA @CapitecBankSA #CapitecLiveBetter I'm going to be downgrading my cars to help my financial situation and going to therapy to help my mental situation
2022-12-24 13:43:50+00:00,JonathanCrisp38,"@TheInsiderSA @CapitecBankSA Happy Festive (my) South Africa 🎵🕺

#Livebetter"
2022-12-24 13:43:38+00:00,StellaM66046154,@TheInsiderSA @CapitecBankSA Save money and renovate my parents house #CapitecLiveBetter
2022-12-24 13:42:23+00:00,Felicia199501,@TheInsiderSA @CapitecBankSA I am a qualified massage therapist and I have a work from home studio so my plan to live better and turn my dream into a reality is to post my flyer on social media and wherever I possibly can just to get myself and my business recognised to gain clients. #CapitecLiveBetter
2022-12-24 13:33:19+00:00,BlessingMaphum3,@TheInsiderSA @CapitecBankSA #CapitecLiveBetter I have a plan to put burglar guards to avoid thiefs
2022-12-24 13:30:27+00:00,Sjospher,"@TheInsiderSA @CapitecBankSA #CapitecLiveBetter

My plan is simply, to have enough funds to take care of my family"
2022-12-24 13:29:19+00:00,wilken_louise,@TheInsiderSA @CapitecBankSA 🎄🙏🙌 https://t.co/6TdHWIGpl9
2022-12-24 13:28:10+00:00,ThandolwethuEm1,@MichaelBucwa @FNBSA is the best for me ❤️💥and also @CapitecBankSA is good qha nje inkinga I don't trust them a lot of things don't make sense especially their charges and how people always complain about their money disappearing from their accounts.
2022-12-24 13:19:07+00:00,AmosShib,"@marthafocker_ @CapitecBankSA The bank you used should be the one to answer your question. Anyway, @CapitecBankSA showed courtesy."
2022-12-24 13:17:01+00:00,LMalemaja,@TheInsiderSA @CapitecBankSA My plan to Livebetter is to start reaserching more about being successful in the business since I have started my business of selling chickens #CapitecLiveBetter #TheInsiderSA
2022-12-24 13:09:30+00:00,tweeter4galaxy,@CapitecBankSA @marthafocker_ Iphi imali during those 4 hours? https://t.co/nvMmDgd8Lr
2022-12-24 13:03:47+00:00,maxmash8,@MightiJamie @CapitecBankSA @marthafocker_ The SABC had a 'delayed live' mxm
2022-12-24 13:00:47+00:00,mshustas,"@MichaelBucwa I will list the best bank apps
@CapitecBankSA 
@Nedbank 
@AbsaSouthAfrica  these apps are easy to navigate and transact."
2022-12-24 12:55:01+00:00,BonoloAnne,"@CapitecBankSA @Kholi_Hleleni Useless and shitti bank! That's why I have all my money somewhere else. I never keep money in my Capitec bank, they will blame you for such incidents and say it's your fault https://t.co/LcgiVvtKf5"
2022-12-24 12:51:33+00:00,IamPabi_23,@TheInsiderSA @CapitecBankSA Currently paying off my debts I want to be debt free so I can enjoy 2023 in a clean start #CapitecLiveBetter #TheInsider
2022-12-24 12:44:23+00:00,Nonhlan69480827,@TheInsiderSA @CapitecBankSA Plan plan plan hay.... I really need to work on planning #CapitecLiveBetter #ThelnsiderSA
2022-12-24 12:43:16+00:00,mpho_montle13,"@TheInsiderSA @CapitecBankSA The dream is to live debt free so the plan is to draw up a monthly budget and actually stick to it,save rather spend and listen to podcasts more that will help me manage my money better.
#CapitecLiveBetter"
2022-12-24 12:42:37+00:00,UnCuTKally,"@CapitecBankSA @FNBSA @StandardBankZA @Nedbank @Discovery_SA @AbsaSouthAfrica  do the right thing y’all, the power of automation comes with flexibility, scalability and opportunities for customers to get more for less, please do something, we can’t continue to suffer like this."
2022-12-24 12:42:20+00:00,MayenziMthembu,"@TheInsiderSA @CapitecBankSA Strict budget, set limits to avoid overspending,buy extremely important things, save more and more, pay off any debt I have before it becomes too big to pay and Invest! #CapitecLiveBetter #TheInsiderSA"
2022-12-24 12:39:57+00:00,HopeMditshwa,"@TheInsiderSA @CapitecBankSA I'm planning to stay with positive people so that they won't distract and criticize my dream instead they will guide me to turn my dream of starting my own internet Cafe into reality.
#LiveBetter
#CapitecLiveBetter
#TheInsiderSA
@CapitecBankSA 
@TheInsiderSA"
2022-12-24 12:37:08+00:00,TholeCalibrate,Hi @CapitecBankSA today is the day b4 Christmas and your branch is closed https://t.co/bvo8dvkSIO
2022-12-24 12:22:47+00:00,JosephKgatle100,"@TheInsiderSA @CapitecBankSA @CapitecBankSA
#CapitecLiveBetter
#TheInsiderSA
I'm planning to do fix deposit next year so that i will finish buying roof for my 5 rooms house and im also planning on taking care of myself more meaning to hit gym and eating healthy."
2022-12-24 12:14:21+00:00,tj7_sa,"@TheInsiderSA @CapitecBankSA Besides Sunday repeats, where else can I watch the episodes I’ve missed? I’d hoped it’d be on DStv’s catch-up, but no💔. Do let me know please. Thanks🐥"
2022-12-24 12:09:49+00:00,Sbo_Nkinga,"@CapitecBankSA @mchlezzz @CapitecBankSA plaese add more ATMs specially in the Gert Sibande district, atm ques are extremely long there"
2022-12-24 12:09:15+00:00,m_imaad19,@CapitecBankSA Worst app in the country Hai... Lost R900 because of their poor security
2022-12-24 12:00:09+00:00,HopeMditshwa,"@TheInsiderSA @CapitecBankSA I'm hoping to #LiveBetter in 2023 by budgeting and shopping on the 10th of every month so that I can receive cash back which will be paid into my Live Better savings.
#CapitecLiveBetter #TheInsiderSA"
2022-12-24 11:58:28+00:00,anneeda_pekeur,"@TheInsiderSA @CapitecBankSA Start writing my book.
Exercise more.
Saying no to what drains me.
Start my own vegetable garden and being intentional and purposeful in seeing it through. #CapitecLiveBetter"
2022-12-24 11:55:00+00:00,TheInsiderSA,"WIN R1000 CASH from @CapitecBankSA!

To enter: Reply and tell us what your plan is to live better and turn your dream into a reality and include #CapitecLiveBetter
Comp closes: Sunday 25 Dec 2022. 

Ts&amp;Cs apply https://t.co/erpjPzgLOl #TheInsiderSA https://t.co/II6JB2tsZN"
2022-12-24 11:50:00+00:00,TheInsiderSA,"A festive getaway up the West Coast was a fitting year end party for a team who’ve spent every working minute of 2022 figuring how @CapitecBankSA's 19 million customers can #LiveBetter.

How are you hoping to #LiveBetter in 2023? #CapitecLiveBetter #TheInsiderSA https://t.co/vnQRNsluBN"
2022-12-24 11:42:37+00:00,Daniel74110067,@CapitecBankSA do you know if atm In Moorreesburg will be online this week stil
2022-12-24 11:18:35+00:00,Khetha27154512,@CapitecBankSA hey please let me know. Is it possible for a capitec bank card to receive money through a bank wire transfer?
2022-12-24 11:06:30+00:00,Ons_Booi,"@SechogelaPhadim @Kholi_Hleleni @JustKatlee It’s the fact that you have to keep your money in a separate acc and transfer when you want to use it coz if you leave money in your savings acc, you’ll wake up with a zero bank balance. @CapitecBankSA , y’all need to do better sana"
2022-12-24 10:56:34+00:00,Tholakelesiband,@CapitecBankSA @marthafocker_ R7.50please revise this.
2022-12-24 10:55:03+00:00,Tholakelesiband,"@CapitecBankSA @marthafocker_ So it's not ""immediate""????????????"
2022-12-24 10:54:59+00:00,PetuniaMakama,@CapitecBankSA @senzogama915 I also want to know
2022-12-24 10:25:12+00:00,Jab_Jab15,@MightiJamie @CapitecBankSA @marthafocker_ But the fee is mos def immediate
2022-12-24 09:46:15+00:00,DS0405DS,"@CapitecBankSA @bizawe2 You are still trying to send him to the branches? Work and improve on the app. Improve on its verification, such that it doesn't require people to come to the branch. Your employees will also be proud to tell one to come to finalize the process in the Bank as if we enjoy queuing."
2022-12-24 09:44:04+00:00,Balungile_Maswa,@CapitecBankSA Why did you allow that because I will never save till the maturity time again…
2022-12-24 09:39:29+00:00,matimu_nkun,@marthafocker_ @CapitecBankSA I thought I was hacked 😮‍💨
2022-12-24 09:37:48+00:00,MightiJamie,@CapitecBankSA @marthafocker_ Then it’s not immediate is it?
2022-12-24 09:34:59+00:00,CapitecBankSA,"@lungak_ Hi there, your recent tweet is concerning. Kindly DM us."
2022-12-24 09:21:14+00:00,Malizos,@TownTerror247 @CapitecBankSA Dey want a share https://t.co/QI26Rdfr5m
2022-12-24 09:02:54+00:00,Iturammile,@MichaelBucwa Fnb was the best now I think @tymebankza is taking number one followed up by @CapitecBankSA
2022-12-24 08:59:24+00:00,CapitecBankSA,"@guluvamustshine Hi @guluvamustshine, if the transfer still has not reflected, please contact 0860102043 or visit your nearest branch to log a query into the matter."
2022-12-24 08:53:31+00:00,Thami_Zungu85,"@CapitecBankSA @mchlezzz When are you guys removing the service where you charge clients R80 per investigation when their money has disappeared from the account? We had to close my niece account because money was taken from her account 3 times, meaning she had to pay R240.upgrade your security."
2022-12-24 08:34:08+00:00,morwa_seloma,@TUMI02GP @CapitecBankSA @CapitecBankSA this is disgusting practice that everyone keep complaining about after being defrauded
2022-12-24 08:26:16+00:00,AfroBirdTail,@TUMI02GP @CapitecBankSA Is he lying @CapitecBankSA ?
2022-12-24 08:25:31+00:00,Suenay9,@sa_lottery @FNBSA @CapitecBankSA @StandardBankZA @tymebankza How do we know if we won how long does it take for the  bank to inform uu won hai ngeke we playing alot bt neve win mre than R20
2022-12-24 08:12:09+00:00,CapitecBankSA,"@Sebastian_McRam Hi Maftown, please DM us so that we may take a closer look."
2022-12-24 08:09:56+00:00,ShokiMadisha,@CapitecBankSA @Lethusmom Exactly what I did 4 months ago. And it has been working well with me.
2022-12-24 08:08:37+00:00,abuti_forrester,@MabsZille @CapitecBankSA 🚮🚮
2022-12-24 07:59:19+00:00,Leza_Magaga,"@MichaelBucwa @CapitecBankSA and @StandardBankZA ♥️♥️♥️♥️
To the moon and back ke bolovey"
2022-12-24 07:56:44+00:00,bronwyn_swartz,@CapitecBankSA Please advise on internet banking cash send status. Currently resulting in errors.
2022-12-24 07:55:47+00:00,Vieira_083,"@CapitecBankSA Hayi Nina Mxm.

Yhooo ha.a"
2022-12-24 07:46:48+00:00,sifisospacenter,@h_youngmickey A customer service representative @CapitecBankSA  It's been 4 years apply but dodo .
2022-12-24 07:36:32+00:00,CapitecBankSA,"@Sicebi_SA Hi again, we provided you with a response yesterday morning."
2022-12-24 07:36:20+00:00,TheRealBandisa,"@JustKatlee @Basetsana_Pule Just the account number and she could do so much? 
@CapitecBankSA you need to explain fully!"
2022-12-24 07:36:09+00:00,mabonga4,"@SepaloDavid @BinweA @FNBSA @CapitecBankSA @CapitecBankSA is nonsense ke, last nonsense!!"
2022-12-24 07:34:03+00:00,Eugene_Thabi,@vongani2 @AbsaSouthAfrica @FNBSA @Nedbank @CapitecBankSA I am reversing mine... Shem
2022-12-24 07:30:16+00:00,Sicebi_SA,@CapitecBankSA Can I find it in retail stores or gotta get it from my capitec account?
2022-12-24 07:21:59+00:00,LebohangMosoeu1,"@MichaelBucwa I'll give you my top 3, @Discovery_SA @Nedbank @CapitecBankSA. Very easy to use. The only thing @CapitecBankSA must do is allow us to do international payments then it will be top tier. Otherwise for now, I give them a solid 9.🤞🏽"
2022-12-24 07:19:02+00:00,vongani2,"Banks are very abusive shem , since when did we agree that they start debiting before our agreed date , surely the relationship has some trust issues.

Maybe I should reserve them , just for control and principles 

    @AbsaSouthAfrica @FNBSA @Nedbank @CapitecBankSA"
2022-12-24 07:11:16+00:00,9090Offices,@sa_lottery @FNBSA @CapitecBankSA @StandardBankZA @tymebankza How do I know I'm a winner?
2022-12-24 07:01:28+00:00,CapitecBankSA,"@Sicebi_SA No, you can only use Capitec Connect airtime"
2022-12-24 06:55:42+00:00,CapitecBankSA,"@bonang_mac Hi @bonang_mac, we apologize for the inconvenience."
2022-12-24 06:49:58+00:00,CapitecBankSA,"@my_oubaas Hi there, the account holder may contact 0860102043 or visit the branch and clarity will be provided."
2022-12-24 06:47:05+00:00,CapitecBankSA,"@fakumoya9 Hi again, we apologize for the inconvenience. The matter will be resolved as soon as possible."
2022-12-24 06:43:40+00:00,PreciousMuthali,@TUMI02GP @CapitecBankSA @CapitecBankSA walking past this tweet https://t.co/A1d7jLE92T
2022-12-24 06:42:54+00:00,Sicebi_SA,"@CapitecBankSA One last question, so the any network airtime doesn't work on Capitec connect?"
2022-12-24 06:40:33+00:00,CapitecBankSA,"@Sicebi_SA Hi @Sicebi_SA, you can recharge using our Banking App, Internet banking or dial:

&gt; *120*3279# - Airtime, minutes, data and SMSs
&gt; *130*3279# - Airtime and minutes can be purchased even if you don’t have airtime
&gt; Dial *101# - Balance check
&gt; Dial *147# - Self-service menu"
2022-12-24 06:38:31+00:00,AxolileTuswa1,"@TUMI02GP @CapitecBankSA No lies detected here,"
2022-12-24 06:30:44+00:00,BlackBullJHB,@TelkomZA  and @CapitecBankSA  are the worst service providers!!!😡😡😡
2022-12-24 06:22:27+00:00,CapitecBankSA,"@mayii_mfanaka Hi Thanos, all you need to bring is your ID and we will gladly assist you with opening your account. It does not cost you anything to open an account with Capitec! You must, however, have a minimum balance of R25 in your account to keep it active.
See you soon."
2022-12-24 06:21:45+00:00,CapitecBankSA,@Thapz_CFC 😊
2022-12-24 06:16:02+00:00,CapitecBankSA,"@Zamambo_Mkhizee Hi ZamaNgunezi, this is not a Capitec number."
2022-12-24 06:10:24+00:00,CapitecBankSA,"@moeng99 Hi Malum, once the feature is made available, our Clients will be the first to know."
2022-12-24 06:09:56+00:00,CapitecBankSA,"@Balungile_Maswa Should the amount be above R10000, you will need to call our Client Care team on 0860102043 to unlock the account. 

They will provide you with the admin fee to unlock and make the funds available for you to use immediately."
2022-12-24 06:09:54+00:00,CapitecBankSA,"@Balungile_Maswa Hi there, you may unlock your Fixed Term Savings Account before maturity, however, there will be an admin fee charged.

If the balance on your Fixed Account is less than R10000 you can transfer the funds at a Capitec ATM. You will pay a R8 unlock fee."
2022-12-24 05:51:53+00:00,SepaloDavid,"@BinweA @FNBSA Shame on @FNBSA ,same as @CapitecBankSA ,"
2022-12-24 05:44:30+00:00,bonang_mac,@CapitecBankSA Please learn that festive has its own operating hours. Your ATM at The Crossing Mahikeng are closed.. those that opened are not working.  Yesterday your system was off line. Mara kanti yini ngani vele?
2022-12-24 05:39:19+00:00,MosiaDT,"@BinweA @FNBSA @CapitecBankSA the same thing happened to mu girl and you guys have yet to respond.

South African banks are trash"
2022-12-24 05:37:10+00:00,MganuSabelo,@MichaelBucwa @CapitecBankSA very easy and fast
2022-12-24 05:32:52+00:00,Dee_Sat,"@sphah796 @Ladydu_sa @MichaelBucwa @CapitecBankSA @FNBSA He mentioned queues, that’s why I was asking"
2022-12-24 05:23:48+00:00,Thembeka_Madwe,@Dee_Sat @sphah796 @Ladydu_sa @MichaelBucwa @CapitecBankSA @FNBSA Their app is very user friendly and technically advanced. I kid you not.
2022-12-24 05:18:31+00:00,my_oubaas,"@CapitecBankSA @Kholi_Hleleni You won't assist.A colleague of mine lost her salary when her network suddenly went offline. Then money out, went to Branch,told to open a case. She did, guess what? At @CapitecBankSA branch they told her the money is not traceable and can't assist her further. Money gone so easy"
2022-12-24 05:11:14+00:00,Sispals,"@TUMI02GP @Miss_Riri6 @CapitecBankSA I remember contacting Capitec in 2018 wanting to reverse a transaction. They lady I spoke to said they can’t help me, they need permission from the person I payed the money to. I am now even more shocked after reading your comments."
2022-12-24 04:17:47+00:00,Jibbary,@LegodiPurpose @TUMI02GP @CapitecBankSA Yes its real they took money from my woman's account 2 days ago https://t.co/xLCLB0EmMw
2022-12-24 04:07:48+00:00,diloana_sakkie,"@MichaelBucwa I had an app on @CapitecBankSA  and my phone was stolen and I bought new phone and tried to activate that app myself, iyooo, aikhona🦍, these ppl just wanna see us in their useless branches. U do everything but they just want u to come and look at them in their branches"
2022-12-24 03:45:02+00:00,_TruerMajolaii,@mayii_mfanaka @TUMI02GP @CapitecBankSA I closed the bank account before they could investigate it.
2022-12-24 03:32:19+00:00,fakumoya9,"@CapitecBankSA Elukwatini branch is the only branch near me, the other one is over 100km away.
It's frustrating that a branch don't get an IT person to check out the cause of the network failure.
Did you check with the Elukwatini branch manager? Or you just apologising to me and that's all."
2022-12-24 03:19:56+00:00,Sicebi_SA,"Kana, how do you recharge on Capitec connect? @CapitecBankSA"
2022-12-24 01:28:47+00:00,RoxyMagic2,@MichaelBucwa @CapitecBankSA will embarass you 😭😭😭
2022-12-24 01:07:25+00:00,BlvckTrippie,"@CapitecBankSA  @DJTira 

#slamthescam"
2022-12-24 00:31:46+00:00,mayii_mfanaka,@TUMI02GP @_TruerMajolaii @CapitecBankSA How's the process like to get an account
2022-12-24 00:31:04+00:00,mayii_mfanaka,"@_TruerMajolaii @TUMI02GP @CapitecBankSA Had a similar experience earlier this year

Called and I was told about fees for investigation and also being liable to pay for a new card"
2022-12-23 23:20:11+00:00,Lady_Upendi,"@BOBBYSETHOGA @MichaelBucwa @CapitecBankSA Ba wrong. All they need is her fingerprint. When I was in her situation 3 years ago, all they needed from me was my finger."
2022-12-23 22:26:52+00:00,InnocentSishi,@Rato04 @FNBSA @StandardBankZA @CapitecBankSA @CheckersSA @PicknPay The cashiers some how feels like we request this money from their salaries. 🚮
2022-12-23 21:14:04+00:00,The_Gang23,@TUMI02GP @CapitecBankSA @StandardBankZA @CapitecBankSA i still want you to reverse the decision you took over my mom’s account. He have and had all the evidence submitted to you. You must fix this. @TUMI02GP case is opening a sore wound. @CapitecBankSA pay back my mom’s money NOW!!!
2022-12-23 21:10:18+00:00,The_Gang23,"@TUMI02GP @CapitecBankSA @StandardBankZA The worst part is that @CapitecBankSA never wanted to speak with me (because I’m not the account holder, which I understand), but my mom is an elderly person the reason I got involved is because they were taking her for a poes. A simple case of fraud was turned to nothing"
2022-12-23 21:05:53+00:00,The_Gang23,@TUMI02GP @CapitecBankSA @StandardBankZA @CapitecBankSA must be happy or lucky we don’t have money for a consumer protection lawyer because we would’ve gone to one instead of the shit flawed procedures and processes they took us through. My mom’s phone/app was cloned 😭 Fuck @CapitecBankSA you will one day pay
2022-12-23 21:02:57+00:00,The_Gang23,"@TUMI02GP @CapitecBankSA @StandardBankZA My mom is still paying around 3k to @CapitecBankSA on what she never benefited on. We even to @CapitecBankSA that the same thing was done to my mom’s @StandardBankZA account but STD bank paid. We then went to the banks ombudsman, they also couldn’t help."
2022-12-23 21:00:57+00:00,csradebe,@TUMI02GP @CapitecBankSA Which money whose money must be paid back by the client now. This sounds more like phalaphala
2022-12-23 21:00:13+00:00,The_Gang23,@TUMI02GP @CapitecBankSA @StandardBankZA Time was not on our side my mom had to agree to pay back the 100k she never used that was defrauded from her @CapitecBankSA account by @CapitecBankSA friends consultants. That week we were burying my twin brother. @CapitecBankSA is shit.
2022-12-23 20:56:46+00:00,The_Gang23,"@TUMI02GP @CapitecBankSA @StandardBankZA @CapitecBankSA still didn’t refund, with @StandardBankZA my mom submitted the same affidavit as Capitec because she was defrauded on both her accounts. I got involved so Capitec said they will investigate the matter again. After that investigation my mom was still found at fault"
2022-12-23 20:54:26+00:00,The_Gang23,@TUMI02GP @CapitecBankSA Of the transactions that were taking place on her account. We opened a case at the PTA police station @CapitecBankSA still didn’t accept that. The funny thing is that my mother had the same thing happen to her on her @StandardBankZA account. Within a week STD Bank refunded her.
2022-12-23 20:51:12+00:00,The_Gang23,@TUMI02GP @CapitecBankSA … DM’d me. We went to the branch in PTA still noone could help us. The store manager referred us to the branch manager (whom refused to give us her details). They @CapitecBankSA still found fault with my mom. My mom’s number was blocked for almost a week she was not aware…
2022-12-23 20:49:50+00:00,Blexi51121034,@CapitecBankSA Nope....my mom said that she will fix it for me
2022-12-23 20:47:32+00:00,The_Gang23,"@TUMI02GP @CapitecBankSA please let us know if @CapitecBankSA responds to you. My mom had a similar incident she was told by the consultant that she would pay the money. That was even before the consultant heard the full story, they had concluded she was at fault. I came here to twitter and the only"
2022-12-23 20:36:12+00:00,Mdu_Makhosini,@mbathambali493 @TUMI02GP @CapitecBankSA 😭😭😭 you lie...
2022-12-23 20:34:25+00:00,Mdu_Makhosini,@TUMI02GP @CapitecBankSA Standard bank refunded me my money back within 5 working after more than R2K got deducted in my account..
2022-12-23 20:32:16+00:00,Ngibzet18,"@MichaelBucwa 1st one @tymebankza
Second one @CapitecBankSA I'm also banking with standard bank business account app is mostly offline or just slow @StandardBankZA and it is just basic nothing interesting"
2022-12-23 20:11:50+00:00,moeng99,"@MichaelBucwa A million years later, @CapitecBankSA still doesn't support dark mode."
2022-12-23 20:01:50+00:00,khumaloh02,"@CapitecBankSA  I APP yeni yendziwe ngu ANC neh, ngoba wow"
2022-12-23 19:46:07+00:00,Tshepo77692114,@TUMI02GP @CapitecBankSA Phakama @StandardBankZA  we are coming in numbers
2022-12-23 19:40:26+00:00,MenziwaLuthand,@TUMI02GP @CapitecBankSA Itu mara😭😭😭🤣🤣🤣🤣
2022-12-23 19:39:15+00:00,eksedotcom,@CapitecBankSA @ShangeMonde Tx! always needed this answer!
2022-12-23 19:34:12+00:00,cner_pee,"@CapitecBankSA Hey, ndithi I was robbed! My handbag had my phone&amp;bank card. How could I have shared my PIN?If It was not for a bystander who shouted I must go block my bank card, I would have lost all my money."
2022-12-23 19:33:27+00:00,MabsZille,@abuti_forrester @CapitecBankSA Dude 😏 kudlalwa ngabantu la
2022-12-23 19:33:17+00:00,VXanko,"May the coming year, 2023, bring change to @CapitecBankSA clients 🙏🏾 
Hey bamenza mde unyaka abobantu... ubom bunzima as it is, sanusixhaka."
2022-12-23 19:27:53+00:00,CapitecBankSA,@cner_pee The safeguarding of your PIN is your responsibility as it is not known or available to anyone but you.
2022-12-23 19:27:42+00:00,CapitecBankSA,@cner_pee Our mobile and internet banking platforms also include tough security measures. This ensures that only you can access your accounts and money. Please make sure you keep your personal logon details safe.
2022-12-23 19:27:31+00:00,CapitecBankSA,@cner_pee Hi there. Your Capitec card and PIN is required for all card transactions. Additional security measures in the form of fingerprint biometrics and photo identification are added for all branch transactions.
