Date,User,ABSA_Tweets
2022-12-05 08:28:47+00:00,thulza30,"@AbsaSouthAfrica Hi

We have a stokfel account under Absa. As it was time for withdrawal we were told that we need to do FICA which we did, we waited for the money until we decided to go back and enquire and we were told that FICA needs to be done by a business banker as the account was opened as"
2022-12-05 08:25:33+00:00,AbsaSouthAfrica,"@mapikinini17 We are deeply sorry for your experience, as communication is generally sent prior and the deduction only takes place if you've not responded with proof of insurance. https://t.co/Y91Sa2GD66"
2022-12-05 08:20:13+00:00,AbsaSouthAfrica,@Neo_Semoko We are glad to hear that  Liesel pulled through and assisted you with your query. We will share the feedback with her. 😊❤
2022-12-05 07:57:01+00:00,AbsaSouthAfrica,"@LeQueenzy Hi there. Thanks for reaching out to us. 
Kindly contact our team on Monday to Friday at 0860 222 762 during office hours (08h00 to 16h30). Send an email to ActivateAdmin@absa.africa, and a friendly consultant will resolve your query."
2022-12-05 07:56:50+00:00,AbsaSouthAfrica,"@Reginal24984547 Hi there, Reginald. Even non-Absa customers can withdraw an Absa CashSend from our ATMs. Could you elaborate on what you mean so we can attempt to assist you. https://t.co/Y91Sa2GD66"
2022-12-05 07:42:35+00:00,ShayV_M,"@AbsaSouthAfrica Thanks, sent"
2022-12-05 07:42:20+00:00,AbsaSouthAfrica,"@mangwele_a_noga Hi there, thank you for reaching out to us. We're very sorry to see that our level of service did not measure up to your expectations. Please DM us with more details in order for us to step in and attempt to resolve these issues."
2022-12-05 07:34:56+00:00,teramlombo,"@AbsaSouthAfrica @Avis @Travelstart But no Cashback on Bond Repayments, Why? No discount no what, yhoo guys you are oppressing the poor people like me."
2022-12-05 07:34:08+00:00,AbsaSouthAfrica,"@HrhSesh monthly account fee. Alternatively, Call our team on 08600 008600 or visit your nearest branch for a breakdown 2/2"
2022-12-05 07:33:55+00:00,AbsaSouthAfrica,@HrhSesh Hi there. Thanks for reaching out to us. You incur additional charges when you perform transactions that are not included in your bundle. Please check your charge statement via Online Banking to see why you were charged over the 1/2
2022-12-05 07:33:08+00:00,AbsaSouthAfrica,"@mapikinini17 Hi there, and thanks for your post. We are sorry for your experience and would like to take action right away to address your concerns. Please send us a DM with your ID number and contact details. https://t.co/Y91Sa2GD66"
2022-12-05 07:24:41+00:00,AbsaSouthAfrica,"@ShayV_M Hi there, thank you for reaching out to us. We're very sorry to see that our level of service did not measure up to your expectations. Please DM us with more details of what led to your current frustrations in order for us to step in and attempt to resolve these issues."
2022-12-05 07:24:35+00:00,AbsaSouthAfrica,"@Darkstonejdr fee. Alternatively, please call our team on 08600 008600 or visit your nearest branch for a breakdown 2/2"
2022-12-05 07:24:17+00:00,AbsaSouthAfrica,@Darkstonejdr Hi Jarryd. Thanks for reaching out to us. Please note that you incur additional charges when you perform transactions that are not included in your bundle. Please check your charge statement via Online Banking to see why you were charged over the monthly account 1/2
2022-12-05 07:23:54+00:00,AbsaSouthAfrica,"@KubeSimon Hi there, we apologise that you did not have a pleasant experience with the department. Your feedback is valuable; please send us a DM with your contact information, and we will review the situation. https://t.co/Y91Sa2GD66"
2022-12-05 07:21:16+00:00,Thabi22Thabi,@Musa___Khawula @AbsaSouthAfrica insurance they insured my haval Jolion for only 1700
2022-12-05 07:15:51+00:00,AbsaSouthAfrica,"@thulza30 Hi there, thank you for reaching out to us. We're very sorry to see that our level of service did not measure up to your expectations. Please DM us with more details of what led to your current frustrations in order for us to step in and attempt to resolve these issues."
2022-12-05 07:06:05+00:00,AbsaSouthAfrica,@ph_motsusi Please send us your ID number via DM and remove your contact number from this public platform. We want to promptly step in and attend to this matter.  https://t.co/Y91Sa2GD66
2022-12-05 07:05:37+00:00,ongezwamgaga,Never experienced such poor service from a bank. @AbsaSouthAfrica giving 🤬 service since July till this very day.
2022-12-05 07:03:59+00:00,ShayV_M,@AbsaSouthAfrica @Absa .
2022-12-05 07:03:09+00:00,Neo_Semoko,Appreciation post to Liesel who was timeous in her response in assisting me resolve my banking app challenges and connectivity @AbsaSouthAfrica two thumbs up for Liesel 👍🏾👍🏾
2022-12-05 06:57:54+00:00,AbsaSouthAfrica,"@matlou_odirile Hi there, thank you for reaching out to us. Please get in touch with our team on 0860 111 007 or email us at home@absa.co.za for urgent assistance."
2022-12-05 06:56:59+00:00,AbsaSouthAfrica,"@alliemaritz HI Allie, our email address is socialmedia@absa.co.za"
2022-12-05 06:50:03+00:00,AbsaSouthAfrica,"@thuo_waithera HI there, thank you for reaching out to us and for choosing us as your go-to bank. Please note that it is free to open an Absa transactions debit account, all you need is to deposit a minimum amount of R50.00 to activate the account."
2022-12-05 06:29:57+00:00,Yedolfmustdie,@CheriseOdendaal @AbsaSouthAfrica What?
2022-12-05 06:17:56+00:00,RuthTMurray,@AbsaSouthAfrica Noted.
2022-12-05 06:02:29+00:00,AbsaSouthAfrica,"@yourboylindo Hi Lindo, we are sorry to hear this. Kindly DM us with your contact details, email address, and ID number."
2022-12-05 05:56:55+00:00,AbsaSouthAfrica,"@ZbabiesH Hi there, thank you for reaching out to us. We're very sorry to see that our level of service did not measure up to your expectations. Please DM us with more details of what led to your current frustrations in order for us to step in and attempt to resolve these issues."
2022-12-05 05:54:40+00:00,AbsaSouthAfrica,"@Tumi_RSA_ Hi Tumi, thank you for bringing this matter to our attention. Please accept our sincere apology for the inconvenience caused. We get how frustrated you must feel. We would like to see how we can help you get the assistance you need. Please DM us your details."
2022-12-05 05:40:58+00:00,AbsaSouthAfrica,"@RuthTMurray Hi Ruth, our team will be in touch as soon as possible with feedback."
2022-12-05 05:32:10+00:00,RuthTMurray,@AbsaSouthAfrica I have already replied to you Absa.  I am awaiting your response.
2022-12-05 05:15:03+00:00,ecr9495,"Catch @RubberDucMusic 🎤 LIVE at Conchilla, Ballito 🍽️ this Friday at our ECR Music Pop-Up 🎵 in association with @AbsaSouthAfrica 

Make festive easier with Absa. 🎄

Click https://t.co/Iz95MgZXsc and reserve your spot

#MusicPopUp #ECRSoundsLikeSummer https://t.co/7U5TUBY52X"
2022-12-04 22:00:49+00:00,stozymeister,"@AbsaSouthAfrica 
Kindly PLEASE 
🙌🙏🇿🇦🙏🙌

https://t.co/p8RMk46hLg"
2022-12-04 19:32:37+00:00,Bflucky,@AbsaSouthAfrica #AbsaSmallBizFriday 2.75% per transaction
2022-12-04 17:23:31+00:00,Tumi_RSA_,@AbsaSouthAfrica I've lost my money😩💔 someone cloned my card. All my money is gone!!💔
2022-12-04 16:36:03+00:00,HrhSesh,"@AbsaSouthAfrica , What's the Admin Charge for? I'm using a student account with zero monthly fees now this R20? https://t.co/z94LudpIxa"
2022-12-04 16:05:47+00:00,ESOO_M_,"@AbsaSouthAfrica 2.75% per transaction
#AbsaSmallBizFriday"
2022-12-04 12:34:57+00:00,777muntujoseph,@bigkoostar @IECSouthAfrica @AbsaSouthAfrica @StandardBankZA @FNBSA @Nedbank @CapitecBankSA Capitalism is associated with crime we know that they can't be blacklisted
2022-12-04 12:20:02+00:00,yourboylindo,@AbsaSouthAfrica cha ningijwayela kabi. Manje nithi amaStudents awuthathaphi loyo R8 😳
2022-12-04 11:58:46+00:00,mo_art_mo,@AbsaSouthAfrica So #ElonMusk advertisers get boycotted and blocked
2022-12-04 11:28:57+00:00,AbsaSouthAfrica,"@CandyMncwabe Please let us know what kind of assistance you need, from which department, and to which email address you have been sending correspondence. Our DMs are open if you'll prefer to chat with us privately. 2/2 https://t.co/Y91Sa2GD66"
2022-12-04 11:28:40+00:00,AbsaSouthAfrica,"@CandyMncwabe Hi there; thanks for bringing this matter to our attention, and we're sorry that our team has not responded to your emails. 1/2"
2022-12-04 11:26:41+00:00,NatMbhele882,"@StandardBankArt 
@FNBSA 
@Nedbank 
@AbsaSouthAfrica @CapitecBankSA 
@AfricanBank 
@OldMutualSA 
@Discovery
@SAReserveBank 
I hope you all especially banks where cyril claim to have shares in cyril doesn't bank his money doesn't declare it he smuggles it around like a criminal"
2022-12-04 09:45:07+00:00,BlueCraneInNest,@AbsaSouthAfrica Voetsek ABSA. Julle praat kak.
2022-12-04 09:11:08+00:00,Mp2010Tickcc72,"@StandardBankZA Standard Bank, are you now entering political space?

By the way, tomorrow(5/12/22), one of our big account is moving to ABSA..

@AbsaSouthAfrica Please do not do what Standard Bank is doing. We are coming tomorrow...."
2022-12-04 08:10:33+00:00,Mathabathe111,@AbsaSouthAfrica It cost 2.75% per transaction
2022-12-04 07:23:13+00:00,TMazonke,"Are the Bank Accounts still working for that money laundering person?

@StandardBankZA
@Nedbank
@AbsaSouthAfrica
and FNB."
2022-12-04 07:06:15+00:00,ThivhudziswiMD,@Sia_Nkuna @AbsaSouthAfrica @capitecbank @Nedbank @StandardBankZA @FNBSA So banks are no longer concerned about reputational risk. Banks are deadly gangs with no conscience.
2022-12-04 05:33:11+00:00,kunta_j,@bigkoostar @IECSouthAfrica @AbsaSouthAfrica @StandardBankZA @FNBSA @Nedbank @CapitecBankSA Unfortunately Standard Bank issued a statement firmly aligning itself with the criminality of President @CyrilRamaphosa so they are already compromised. Big business in this country is just as corrupt as the @MYANC that's why corruption has become institutionalized. 🙄🙄🙄
2022-12-04 05:12:42+00:00,TVNDee,"@AbsaSouthAfrica No upfront costs #AbsaSmallBizFriday
You will only pay 2.75% per transaction fees"
2022-12-04 05:07:12+00:00,bigkoostar,"Dear @IECSouthAfrica 

Is it possible that the ANC, as a registered political party, be deregistered and blacklisted?

Can @AbsaSouthAfrica @StandardBankZA @FNBSA @Nedbank @CapitecBankSA consider blacklisting the ANC!

It's a criminal syndicate."
2022-12-04 04:34:29+00:00,NombuleloMabas5,@AbsaSouthAfrica Hjjjj
2022-12-04 00:16:47+00:00,ms_makadp,"@AbsaSouthAfrica No upfront costs
2.75% per transaction
#AbsaSmallBizFriday"
2022-12-04 00:16:42+00:00,ms_makadp,"@AbsaSouthAfrica No upfront costs
2.75% per transaction
#AbsaSmallBizFriday
@AbsaSouthAfrica"
2022-12-03 23:18:10+00:00,ZbabiesH,@AbsaSouthAfrica Why charge us for services we don't use and Harris us with emails to pay for the services !!
2022-12-03 20:16:54+00:00,xabaxx,"@AbsaSouthAfrica Anything else but not loans?

ABSA does not appear advertising itself to potential clients on, e.g. why one should have a bank account with them."
2022-12-03 19:48:27+00:00,Christi48593002,"@AbsaSouthAfrica #AbsaSmallBizzFriday No upfront cost 
2,75% per transaction https://t.co/JqAYfjX1uo"
2022-12-03 18:50:32+00:00,ph_motsusi,@AbsaSouthAfrica 0781834168
2022-12-03 17:41:53+00:00,breathingwoman,@CarmenNel8 @AbsaSouthAfrica Exactly! Bill Gates seed!
2022-12-03 17:32:43+00:00,Sip_Jojo,@AbsaSouthAfrica How long does ABSA take to release funds of a deceased person? Does it make sense for the process to be undergoing FICA verification since May?
2022-12-03 17:16:40+00:00,ShayV_M,"@AbsaSouthAfrica I have a useless private banker
How can this be fixed? @Absa 
The banker does not respond and her manager does not respond"
2022-12-03 16:37:23+00:00,DeenaPadayache2,"@AbsaSouthAfrica 2.75% per transaction
#AbsaSmallBizFriday
.,."
2022-12-03 16:37:13+00:00,DeenaPadayache2,"@AbsaSouthAfrica 2.75% per transaction
#AbsaSmallBizFriday
,,,"
2022-12-03 16:37:06+00:00,DeenaPadayache2,"@AbsaSouthAfrica 2.75% per transaction
#AbsaSmallBizFriday
,,"
2022-12-03 16:36:47+00:00,DeenaPadayache2,"@AbsaSouthAfrica 2.75% per transaction
#AbsaSmallBizFriday
,"
2022-12-03 16:36:42+00:00,DeenaPadayache2,"@AbsaSouthAfrica 2.75% per transaction
#AbsaSmallBizFriday
..."
2022-12-03 16:36:36+00:00,DeenaPadayache2,"@AbsaSouthAfrica 2.75% per transaction
#AbsaSmallBizFriday
.."
2022-12-03 16:36:30+00:00,DeenaPadayache2,"@AbsaSouthAfrica 2.75% per transaction
#AbsaSmallBizFriday
."
2022-12-03 16:36:23+00:00,DeenaPadayache2,"@AbsaSouthAfrica 2.75% per transaction
#AbsaSmallBizFriday
😍😍"
2022-12-03 16:35:52+00:00,DeenaPadayache2,"@AbsaSouthAfrica 2.75% per transaction
#AbsaSmallBizFriday
💚"
2022-12-03 16:35:44+00:00,DeenaPadayache2,"@AbsaSouthAfrica 2.75% per transaction
#AbsaSmallBizFriday
🤩"
2022-12-03 16:35:38+00:00,DeenaPadayache2,"@AbsaSouthAfrica 2.75% per transaction
#AbsaSmallBizFriday
💛"
2022-12-03 16:35:28+00:00,DeenaPadayache2,"@AbsaSouthAfrica 2.75% per transaction
#AbsaSmallBizFriday
🧡"
2022-12-03 16:35:19+00:00,DeenaPadayache2,"@AbsaSouthAfrica 2.75% per transaction
#AbsaSmallBizFriday
👍"
2022-12-03 16:35:12+00:00,DeenaPadayache2,"@AbsaSouthAfrica 2.75% per transaction
#AbsaSmallBizFriday
🙏"
2022-12-03 16:35:02+00:00,DeenaPadayache2,"@AbsaSouthAfrica 2.75% per transaction
#AbsaSmallBizFriday
💯"
2022-12-03 16:34:54+00:00,DeenaPadayache2,"@AbsaSouthAfrica 2.75% per transaction
#AbsaSmallBizFriday
🤞"
2022-12-03 16:34:44+00:00,DeenaPadayache2,"@AbsaSouthAfrica 2.75% per transaction
#AbsaSmallBizFriday
💙"
2022-12-03 16:34:36+00:00,DeenaPadayache2,"@AbsaSouthAfrica 2.75% per transaction
#AbsaSmallBizFriday
🤎"
2022-12-03 16:34:28+00:00,DeenaPadayache2,"@AbsaSouthAfrica 2.75% per transaction
#AbsaSmallBizFriday
😊"
2022-12-03 16:34:20+00:00,DeenaPadayache2,"@AbsaSouthAfrica 2.75% per transaction
#AbsaSmallBizFriday
✅"
2022-12-03 16:34:13+00:00,DeenaPadayache2,"@AbsaSouthAfrica 2.75% per transaction
#AbsaSmallBizFriday
💗"
2022-12-03 16:33:52+00:00,DeenaPadayache2,"@AbsaSouthAfrica 2.75% per transaction
#AbsaSmallBizFriday
💥"
2022-12-03 16:33:43+00:00,DeenaPadayache2,"@AbsaSouthAfrica 2.75% per transaction
#AbsaSmallBizFriday
💜"
2022-12-03 16:33:32+00:00,DeenaPadayache2,"@AbsaSouthAfrica 2.75% per transaction
#AbsaSmallBizFriday
😀"
2022-12-03 16:33:24+00:00,DeenaPadayache2,"@AbsaSouthAfrica 2.75% per transaction
#AbsaSmallBizFriday
😁"
2022-12-03 16:33:17+00:00,DeenaPadayache2,"@AbsaSouthAfrica 2.75% per transaction
#AbsaSmallBizFriday
😍"
2022-12-03 16:33:10+00:00,DeenaPadayache2,"@AbsaSouthAfrica 2.75% per transaction
#AbsaSmallBizFriday
🔥"
2022-12-03 16:33:03+00:00,DeenaPadayache2,"@AbsaSouthAfrica 2.75% per transaction
#AbsaSmallBizFriday
⭐"
2022-12-03 16:32:54+00:00,DeenaPadayache2,"@AbsaSouthAfrica 2.75% per transaction
#AbsaSmallBizFriday
🤍"
2022-12-03 16:32:48+00:00,DeenaPadayache2,"@AbsaSouthAfrica 2.75% per transaction
#AbsaSmallBizFriday
🖤"
2022-12-03 16:32:39+00:00,DeenaPadayache2,"@AbsaSouthAfrica 2.75% per transaction
#AbsaSmallBizFriday
💖"
2022-12-03 16:32:31+00:00,DeenaPadayache2,"@AbsaSouthAfrica 2.75% per transaction
#AbsaSmallBizFriday
😄"
2022-12-03 16:32:20+00:00,DeenaPadayache2,"@AbsaSouthAfrica 2.75% per transaction
#AbsaSmallBizFriday
❤️"
2022-12-03 16:31:11+00:00,cosmos_mother,"@Trident432 @William97472331 @AbsaSouthAfrica Yes, sure, but open your eyes. 👀 look at how we've tipped the scale.
Nothing natural about this! https://t.co/xD02oSTEzi"
2022-12-03 16:31:09+00:00,DeenaPadayache2,"@AbsaSouthAfrica 2.75% per transaction
#AbsaSmallBizFriday"
2022-12-03 16:17:06+00:00,CutestMotherOf3,"@AbsaSouthAfrica No upfront costs 👍 #AbsaSmallBizFriday
You will only pay 2.75% per transaction fees"
2022-12-03 16:10:36+00:00,Darkstonejdr,"@AbsaSouthAfrica  its the 2nd month ive been hit with high admin charges with no explanation , please can someone contact me asap regarding this"
2022-12-03 14:22:37+00:00,Trident432,@William97472331 @AbsaSouthAfrica Agreed!! These arrogant freaks think they can dictate. They should eat their plants and leave meat eaters alone.
2022-12-03 14:21:26+00:00,Trident432,@cosmos_mother @AbsaSouthAfrica 🤔🤔😂🤣🤣🤣🤣
2022-12-03 14:20:34+00:00,Trident432,@karenj_online @AbsaSouthAfrica Go and join that vegan world just don't dictate to others. Live your life eating plants etc..leave meat eaters alone.
2022-12-03 14:19:03+00:00,Trident432,"@nanwarner @AbsaSouthAfrica You be a goat if you want. Leave others who love meat. You cannot ""save the planet"".. such blatant arrogance to think you impact the planet!"
2022-12-03 13:27:15+00:00,Yfm,"Last week this time we were rocking with the best at LYFE Fest…

#SummerOfYourLYFE became #SummerOfICan when @AbsaSouthAfrica pulled through with their ABSA Chill Zone!

Sign up for an ABSA account today! https://t.co/fqcKfdjXUg"
2022-12-03 12:50:21+00:00,AbsaSouthAfrica,"@KSathige Hi there, thank you for reaching out to us. Please accept our sincere apology for the inconvenience caused. Please provide us with more details regarding the hold.  https://t.co/Y91Sa2GD66"
2022-12-03 11:38:24+00:00,KSathige,@AbsaSouthAfrica @Absa there is a hold on my account I dont understand why. How can you put a hold on my account. Now I cannot transact!!!
2022-12-03 11:18:28+00:00,DeeMacWhips10,@AbsaSouthAfrica ....
2022-12-03 11:07:06+00:00,Yfm,"Last week this time we were rocking with the best at LYFE Fest…

#SummerOfYourLYFE became #SummerOfICan when @AbsaSouthAfrica pulled through with their ABSA Chill Zone!

Sign up for an ABSA account today! https://t.co/MFJ1GxkTZ7"
2022-12-03 10:56:06+00:00,KubeSimon,@AbsaSouthAfrica the executors of my dad's estate are still waiting for ABSA NDE to respond some 30 days later! 🤬
2022-12-03 10:18:53+00:00,FusiMooi,"@AbsaSouthAfrica * no upfront costs 
* 2.75% per transaction
#AbsaSmallBizFriday"
2022-12-03 10:13:41+00:00,ItDlamini,"@AbsaSouthAfrica #AbsaSmallBizFriday 

No set up costs

Only 2.75% charged per transaction"
2022-12-03 10:09:22+00:00,AbsaSouthAfrica,"@ANELISA_VILLE Hi there, thats correct.😊"
2022-12-03 09:14:26+00:00,KaraboMakofane7,"@AbsaSouthAfrica No setup costs ,Only 2.75% charged per transaction

#AbsaSmallBizFriday"
2022-12-03 08:57:30+00:00,mytouchrecords,@Rakgadi_EM Hello @AbsaSouthAfrica @Absa @Nedbank @FNBSA @StandardBankZA @CapitecBankSA @BidvestBankSA please this side.
2022-12-03 08:00:54+00:00,ecr_drive_team,"BALLITO are you ready? We are coming your way for an intimate setting as we wind down with  🎶 Rubber Duc at Conchilla 🍽️

Make festive easier with @AbsaSouthAfrica  🎄

Click https://t.co/mdl4M2VVYv and reserve your spot

#MusicPopUp #ECRSoundsLikeSummer https://t.co/buAZk1wStn"
2022-12-03 07:51:42+00:00,Tanya43884383,@AbsaSouthAfrica only 2.75 charged per transaction #AbsaSmallBizFriday
2022-12-03 07:51:28+00:00,ThivhudziswiMD,@haniefhaider @MxolisiBob @BenjaminACronin @DumaGqubule @PillayKavi @StandardBankZA @FNBSA @Nedbank @AbsaSouthAfrica @IqbalSurve When are closing Ramaphosa bank accounts?
2022-12-03 07:24:58+00:00,__Ntha,"@AbsaSouthAfrica No set up cost 
Only 2.75% charged per transaction 
#AbsaSmallBizFriday 
@AbsaSouthAfrica"
2022-12-03 07:04:27+00:00,Beauty19439923,"@AbsaSouthAfrica #AbsaSmallBizFriday
It cost 2.75% per transaction"
2022-12-03 07:03:45+00:00,EDGAR69071705,"@AbsaSouthAfrica #AbsaSmallBizFriday
It cost 2.75% per transaction"
2022-12-03 05:35:38+00:00,munilall_roy,@AbsaSouthAfrica Now
2022-12-03 05:00:23+00:00,ecr9495,"BALLITO are you ready? We are coming your way for an intimate setting as we wind down with 🎶 @RubberDucMusic at Conchilla 🍽️

Make festive easier with @AbsaSouthAfrica  🎄

Click https://t.co/npHLbqfygw and reserve your spot

#MusicPopUp #ECRSoundsLikeSummer https://t.co/wsbWSCG1yC"
2022-12-03 02:57:31+00:00,253odds,@AbsaSouthAfrica 2.75% per transaction #AbsaSmallBizFriday
2022-12-03 01:39:44+00:00,UncappedGordons,"@AbsaSouthAfrica No upfront payment. 
2.75% per transaction
#AbsaSmallBizFriday"
2022-12-03 01:32:17+00:00,TRokunda,"@AbsaSouthAfrica 2.75%
#AbsaSmallBizFriday"
2022-12-02 23:30:56+00:00,LeboMakgala,"@AbsaSouthAfrica 2.75% per transaction 
#AbsaSmallBizFriday"
2022-12-02 23:22:36+00:00,Shoni_za,"@AbsaSouthAfrica No upfront costs 
2.75% per transaction 
#AbsaSmallBizFriday @AbsaSouthAfrica"
2022-12-02 22:19:29+00:00,The_Voom,"@AbsaSouthAfrica 2.75% per transaction 
#AbsaSmallBizFriday"
2022-12-02 22:07:29+00:00,Nelisiwekhoza8,"@AbsaSouthAfrica 2.75% per transaction 
#AbsaSmallBizFriday"
2022-12-02 22:04:10+00:00,DrTshepo2,@G668822 @AbsaSouthAfrica check how much 2.75% of R100 000.00 When u buy a car CASH!
2022-12-02 21:48:20+00:00,TumiLephoi,"@AbsaSouthAfrica 
My last hope will be Ombuds now. Will patiently wait👏 https://t.co/lf1fOy9OVN"
2022-12-02 21:46:30+00:00,kweyama_andile,@AbsaSouthAfrica It's free #AbsaSmallBizFriday
2022-12-02 21:39:53+00:00,Sweedish96,"@AbsaSouthAfrica 2.75% per transaction 
#AbsaSmallBizFriday"
2022-12-02 21:33:53+00:00,Toobsieh,"@AbsaSouthAfrica 2.75% per transaction 
#AbsaSmallBizFriday"
2022-12-02 21:16:35+00:00,RoanneN,"@AbsaSouthAfrica There are no upfront costs for Absa Mobile Pay, just 2.75% per transaction @AbsaSouthAfrica #AbsaSmallBizFriday"
2022-12-02 21:09:51+00:00,RichieMoodley,@AbsaSouthAfrica #AbsaSmallBizFriday   No upfront costs.      2.75% per transaction.
2022-12-02 20:40:23+00:00,ThandazaGal,"@AbsaSouthAfrica 2.75% per transaction 
#AbsaSmallBizFriday"
2022-12-02 20:34:43+00:00,SphokiePenelope,"@AbsaSouthAfrica No set up costs . Only 2.75% per transaction charged 
#AbsaSmallBizFriday"
2022-12-02 20:31:41+00:00,MashiyiVuyiseka,"@AbsaSouthAfrica There are no set up costs . Only 
2.75% per transaction charged 
#AbsaSmallBizFriday"
2022-12-02 20:31:09+00:00,KavaneKamalo,@Powerfm987 @glocal_thando @AbsaSouthAfrica Station my station power 987.
2022-12-02 20:31:01+00:00,jokerunl,@sanlam  en @AbsaSouthAfrica  ons sien julle. Years of support for this?!. WTF You guys don't learn. #rememberspur #rememberdischem
2022-12-02 20:31:00+00:00,MashiyiVuyiseka,"@AbsaSouthAfrica There are no set up costs .Only 
2.75% per transaction charged 
#AbsaSmallBizFriday"
2022-12-02 20:29:27+00:00,Fana_Sindiwe,"@AbsaSouthAfrica No set up costs . only 2.75% per transaction charged. 
#AbsaSmallBizFriday"
2022-12-02 20:28:38+00:00,Anita_Tshawekaz,"@AbsaSouthAfrica There are no set up costs. only 
2.75% per transaction charged 
#AbsaSmallBizFriday"
2022-12-02 20:27:59+00:00,NgoziWanda,"@AbsaSouthAfrica No set up costs. only 2.75% per transaction charged 
#AbsaSmallBizFriday"
2022-12-02 20:27:25+00:00,LutfiyyahG,"@AbsaSouthAfrica 2.75% per transaction 
#AbsaSmallBizFriday"
2022-12-02 20:27:25+00:00,CollenMfusi,"@AbsaSouthAfrica There are no set up costs ,only 
2.75% per transaction charged. 
#AbsaSmallBizFriday"
2022-12-02 20:26:01+00:00,Sihle_Dyantyii,"@AbsaSouthAfrica No set up costs .only 2.75% per transaction charged 
#AbsaSmallBizFriday"
2022-12-02 20:25:14+00:00,VuyisekaMashiyi,"@AbsaSouthAfrica No set up costs. only 
2.75% per transaction charged 
#AbsaSmallBizFriday"
2022-12-02 20:23:36+00:00,BukelwaNancy,"@AbsaSouthAfrica There are no set up costs, only 
2.75% per transaction charged 
#AbsaSmallBizFriday"
2022-12-02 20:18:09+00:00,Bongiwe5611980,"@AbsaSouthAfrica #AbsaSmallBizFriday 

2.75% per transaction"
2022-12-02 20:05:56+00:00,thulza30,"@AbsaSouthAfrica Hi @ absa bank, we need your intervention as we are not getting the help that we requested at your branch in La-Lucia Durban. The back and forth with no solution is causing undue hardship on us as your clients. We need intervention asap"
2022-12-02 19:57:57+00:00,patricia_b63,"@AbsaSouthAfrica No setup costs, so simple! #AbsaSmallBizFriday"
2022-12-02 19:38:33+00:00,Bradley__jan,"@AbsaSouthAfrica No upfront costs 
2.75% per transaction 😎💕
#AbsaSmallBizFriday"
2022-12-02 19:30:19+00:00,56_moses,"@AbsaSouthAfrica No upfront costs

Only 2️⃣. 7️⃣5️⃣% charged per transaction 
#AbsaSmallBizFriday"
2022-12-02 19:29:32+00:00,Pushpavathy6,"@AbsaSouthAfrica No Upfront Cost But 2.75% Per Transaction 
#AbsaSmallBizFriday"
2022-12-02 19:25:05+00:00,lethukuthulla,"@AbsaSouthAfrica No upfront costs and 
2.75% per transaction

#AbsaSmallBizFriday"
2022-12-02 19:13:52+00:00,Makgwale740202,"@AbsaSouthAfrica 2,75%
#AbsaSmallBizFrida"
2022-12-02 19:12:47+00:00,RamolefaneBenny,"@AbsaSouthAfrica 2,75% #AbsaSmallBizFrida"
2022-12-02 19:11:12+00:00,Petersen9765421,"@AbsaSouthAfrica No set up costs 
Only 2.75% per transaction
🎁🎁🎅🙏🙏🙏 #AbsaSmallBizFriday @AbsaSouthAfrica"
2022-12-02 19:10:16+00:00,machariapk,"@kruger105 @Absa @CapitecBankSA @EasyEquities Seems like it's time to part ways with the dishonest, scamming thieves at @AbsaSouthAfrica"
2022-12-02 19:08:18+00:00,__Reabetswe__,@AbsaSouthAfrica 2.75% per transaction #AbsaSmallBizFriday
2022-12-02 19:07:34+00:00,machariapk,@nose_pasta @lukiedebeer @AbsaSouthAfrica Time to divorce the dishonest scamming thieves at @AbsaSouthAfrica
2022-12-02 19:07:06+00:00,Brillia20778497,"@AbsaSouthAfrica 2,75%. #AbsaSmallBizFriday #AbsaSmallBizFrida"
2022-12-02 19:04:43+00:00,Sindisw40594102,"@AbsaSouthAfrica No setup costs 
Only 2.75% charged per transaction #AbsaSmallBizFrida"
2022-12-02 19:02:54+00:00,Sindisw40594102,"@AbsaSouthAfrica No setup costs 
Only 2.75% charged per transaction #AbsaSmallBizFrida #ABSA"
2022-12-02 19:02:45+00:00,Petersen9765421,"@AbsaSouthAfrica Zero set up costs 
Only 2.75% per transaction 🍀🎅🎅🎁 #AbsaSmallBizFriday @AbsaSouthAfrica"
2022-12-02 19:02:26+00:00,TT_tsetse,"@AbsaSouthAfrica 2,75% per transaction #AbsaSmallBizFriday"
2022-12-02 19:00:23+00:00,Petersen9765421,"@AbsaSouthAfrica No set up costs 
Only 2.75% per transaction
🙏🎅🎁🍀🎁🎅🎁🎅🎁
 #AbsaSmallBizFriday @AbsaSouthAfrica"
2022-12-02 18:59:21+00:00,Petersen9765421,"@AbsaSouthAfrica No set up costs 
Only 2.75% charged per transaction 🎅🎅 #AbsaSmallBizFriday @AbsaSouthAfrica"
2022-12-02 18:57:53+00:00,Petersen9765421,"@AbsaSouthAfrica No upfront costs,only 2.75% per transaction 🎁🎁🙏🙏#AbsaSmallBizFriday @AbsaSouthAfrica"
2022-12-02 18:57:01+00:00,Petersen9765421,"@AbsaSouthAfrica No set up costs,only 2.75% per transaction 🤞🤞🙏🙏🎁🎅🍀🍀#AbsaSmallBizFriday @AbsaSouthAfrica"
2022-12-02 18:56:06+00:00,AhaSandy,"@AbsaSouthAfrica No upfront costs
2.75% per transaction
#AbsaSmallBizFriday"
