Date,User,Standard_Tweets
2022-12-21 13:36:26+00:00,Ruthayzia_23,@StandardBankZA Camping #HowAboutNowSummer #ItCanBe https://t.co/VqdnEK9JX7
2022-12-21 13:34:49+00:00,amaBokkafan,@StandardBankZA True #BecauseUCount
2022-12-21 13:34:38+00:00,AfricanBank,"@ManexyM @letagobltg10 @pallnandi @StandardBankZA You're too kind, Manexy! 😆^Ayo"
2022-12-21 13:33:33+00:00,StandardBankZA,@cakelad86766921 That is correct! On what do you usually spend your UCount Rewards? 😃#BecauseUCount #HowAboutNowSummer
2022-12-21 13:31:21+00:00,StandardBankZA,"@Sabie1985 Have you always known that you can activate your UCount Rewards on the banking app, Anna? 😎 #BecauseUCount #HowAboutNowSummer"
2022-12-21 13:30:41+00:00,ManexyM,@AfricanBank @letagobltg10 @pallnandi @StandardBankZA Ok sure you may share i dont have problem with it you are the best...
2022-12-21 13:29:52+00:00,ithank_you_,Bathong @StandardBankZA tickets di teng? @HomeComingEvent
2022-12-21 13:29:35+00:00,StandardBankZA,"@Navigator_ZA Have you always known that you can activate your UCount Rewards on the website, @Navigator_ZA? 😀 #BecauseUCount #HowAboutNowSummer"
2022-12-21 13:28:07+00:00,SechabaMack,@StandardBankZA 🛋️. #HowAboutNowSummer
2022-12-21 13:27:50+00:00,StandardBankZA,"@lizamcooper Is your UCount Rewards card activated, Idinga? 😀 #BecauseUCount #HowAboutNowSummer"
2022-12-21 13:26:12+00:00,Sunduzawekanyi,@malukubabe @StandardBankZA Well done Ma'Gumbi
2022-12-21 13:25:44+00:00,StandardBankZA,"@jamokgala How did you activate your UCount Rewards card, Johannes? 😀 #BecauseUCount #HowAboutNowSummer"
2022-12-21 13:24:35+00:00,KakgisoMakwala,@StandardBankZA Everything is temporary but Drip is forever
2022-12-21 13:24:19+00:00,AfricanBank,"@ManexyM @letagobltg10 @pallnandi @StandardBankZA Hey there Manexy, thank you so much for this wonderful feedback 😀 Would you be ok with us publishing your comment on social media? We share compliments from customers each week &amp; we'd love to share yours! Please let us know. ^Ayo"
2022-12-21 13:23:50+00:00,malukubabe,@thembu_tp @StandardBankZA Thanks sthandwa 💕
2022-12-21 13:22:06+00:00,StandardBankZA,"In the spirit of the holiday season, we’d love to know what are some holiday activities that remind you of the festive season you had growing up? 💙 #HowAboutNowSummer #ItCanBe https://t.co/Im2Sn22sHb"
2022-12-21 13:21:36+00:00,todimugivhi,"@StandardBankZA I get reducing the amount of branches, but perhaps increase efficiency at the ones still active. There's no reason to spend over an hour at the bank."
2022-12-21 13:21:08+00:00,victoria_papo,@StandardBankZA 🛋️ #HowAboutNowSummer
2022-12-21 13:21:03+00:00,malukubabe,@NkaPilime @StandardBankZA My king ❤️
2022-12-21 13:20:48+00:00,thembu_tp,@malukubabe @StandardBankZA Great 1 my love
2022-12-21 13:20:45+00:00,malukubabe,@Mat_Mokgotla @StandardBankZA Thanks my darling 💕
2022-12-21 13:20:28+00:00,malukubabe,@ThamsanqaBonga2 @StandardBankZA Thanks Thami 💕
2022-12-21 13:20:05+00:00,NoloWaBadimo,@StandardBankZA 1000% sure😉😉
2022-12-21 13:19:27+00:00,ZunguMapro,"@StandardBankZA Drip is forever we all know 👟
Drip is me, that's my signature"
2022-12-21 13:16:36+00:00,oarabile_p,@StandardBankZA Fingers crossed 🤞 🤞 I'd be the happiest person in the world ❤️❤️
2022-12-21 13:16:25+00:00,BasaniMaluleke2,@StandardBankZA I'm off to Limpopo with my family 👨‍👩‍👦
2022-12-21 13:14:47+00:00,BetsPunder,@NosNontshiza @StandardBankZA Congratulations sis 🙏 eish you should have 🤐 look now everyone wants a share 😂
2022-12-21 13:05:42+00:00,GloriaTumi1,@StandardBankZA ✈️ #HowAboutNowSummer
2022-12-21 13:01:43+00:00,MrReeds360,@StandardBankZA 👟 #HowAboutNowSummer
2022-12-21 13:01:35+00:00,StandardBankZA,"@hareshghatala Hello Haresh, please note we have responded to your DM. Kindly have a look and respond. 💙"
2022-12-21 13:00:45+00:00,KATLEGO52268437,@StandardBankZA ✈️ #HowAboutNowSummer
2022-12-21 12:59:12+00:00,SenzoTshezi,@StandardBankZA True #BecauseUCount  #HowAboutNowSummer
2022-12-21 12:57:48+00:00,StandardBankZA,"@salvado46664 Hi, please accept our apologies for the delayed response and any inconvenience caused. Kindly allow us to rectify this matter as we would love the opportunity to assist. Please send us a DM with your details and a brief description of the issue to enable us to get you sorted. 💙"
2022-12-21 12:52:35+00:00,StandardBankZA,@zakhonamg We can tell you are frustrated zakhonamg and we would like to investigate and assist. Please may we ask you to DM us your details for us to reach out and assist.
2022-12-21 12:48:28+00:00,Sandile__Gwala,@NosNontshiza @StandardBankZA Sengzolinda ke nkosazana
2022-12-21 12:45:46+00:00,YOLI93_,@StandardBankZA The answer is True #BecauseUCount #HowAboutNowSummer 💙
2022-12-21 12:36:29+00:00,zakhonamg,@StandardBankZA I will not be able to wait 7 days for you to fix this error and refund me. I need those funds urgently. That money is for my kids
2022-12-21 12:36:23+00:00,Mr_raps16,@StandardBankZA Most definitely
2022-12-21 12:34:57+00:00,zakhonamg,@StandardBankZA You guys debited my account after my VAF account was settled. I urgently need those funds for my kids before Xmas. Yet you are telling me that you will pay on the 1st Jan 2023. That is not acceptable
2022-12-21 12:29:09+00:00,LehlohonoloMud1,@NosNontshiza @StandardBankZA Lols😂😂😂 okay sister I will see by you once it has reflected🙏🏽🤣
2022-12-21 12:25:13+00:00,RichieRichSA1,@StandardBankZA https://t.co/lsrShlNw0N
2022-12-21 12:24:15+00:00,mahlasedisama,"@StandardBankZA True
#BecauseUCount #HowAboutNowSummer 
🤞🤞"
2022-12-21 12:23:51+00:00,MbovuThubelihle,"@StandardBankZA #BecauseYouCount
#HowAboutNowSummer 

True"
2022-12-21 12:21:12+00:00,ThamsanqaBonga2,@malukubabe @StandardBankZA Well done Ma'Gumbi🎯💯🏃🏽‍♀️👏🏽
2022-12-21 12:18:56+00:00,NoxJel,"@StandardBankZA True @StandardBankZA 
#BecauseUCount"
2022-12-21 12:17:51+00:00,NosNontshiza,@LehlohonoloMud1 @StandardBankZA 😂😂 waiting for that notification money in😂
2022-12-21 12:17:25+00:00,NoxJel,@StandardBankZA 🛋️ #HowAboutNowSummer
2022-12-21 12:17:13+00:00,NosNontshiza,@saNtombisi @StandardBankZA Ndiyabulela my brother ❤️❤️🙏🏽
2022-12-21 12:16:38+00:00,NosNontshiza,@Sandile__Gwala @StandardBankZA 😂😂 ayikangeni
2022-12-21 12:16:20+00:00,NoxJel,@StandardBankZA Always spend at makro
2022-12-21 12:13:29+00:00,Zozo03679075,"@StandardBankZA True
#BecauseUCount"
2022-12-21 12:13:05+00:00,Flora_A4,"@StandardBankZA #BecauseYouCount
#HowAboutNowSummer 

True"
2022-12-21 12:12:47+00:00,Sandile__Gwala,@NosNontshiza @StandardBankZA Congrats sis Nosi. Ngsacela iEwallet https://t.co/RgwiZel7fZ
2022-12-21 12:11:10+00:00,LepheloCleo,"@StandardBankZA @Prenisha14 True
#BecauseUCount
#HowAboutNowSummer
@StandardBankZA"
2022-12-21 12:03:27+00:00,ThabileSMhlungu,"@StandardBankZA TRUE 
#BecauseUCount 
#HowAboutNowSummer 
@StandardBankZA

🤞🤞🤞🫶😍💃🤩🥰❤️🥳🥳🥳🤩😍🎉💃💃"
2022-12-21 12:02:15+00:00,StandardBankZA,@khanyamkuhlu_ Please DM us your Private Bankers details so we can follow-up for you.
2022-12-21 11:58:37+00:00,StandardBankZA,Please DM us your private bankers' details so we can follow-up for you.
2022-12-21 11:57:50+00:00,wandagwadiso,@NosNontshiza @StandardBankZA Ay you guys are soo lucky while some of us cant win a R10 competition😥
2022-12-21 11:57:22+00:00,LehlohonoloMud1,@NosNontshiza @StandardBankZA Congratulations sister🎊You know we live to share R100 it will be okay🤲🏽😄
2022-12-21 11:54:39+00:00,saNtombisi,@NosNontshiza @StandardBankZA This is  a well deserved win 🏆. Congratulations 🎉
2022-12-21 11:54:36+00:00,StandardBankZA,"@Sandynyathi Hi Sandynyathi, please accept our apologies for the inconvenience caused. Please may we ask you to provide us with your details as well as the nature of your query via DM for us to assist you."
2022-12-21 11:53:37+00:00,StandardBankZA,"@Sandynyathi Hi Sandynyathi, please accept our apologies for the inconvenience caused. Please may we ask you to provide us with your details as well as the nature of your query via DM for us to assist you."
2022-12-21 11:52:17+00:00,NosNontshiza,And I just won 5K 😳😳 thank you Metro and @StandardBankZA 🙏🏽🙏🏽
2022-12-21 11:51:50+00:00,KoketsoPlus,"@StandardBankZA As a proud UCount Rewards Card Member. The answer is True😊😊😊
#BecauseUCount #HowAboutNowSummer https://t.co/C77uEfwMnS"
2022-12-21 11:51:22+00:00,khanyamkuhlu_,@StandardBankZA On the banking app?
2022-12-21 11:50:11+00:00,salvado46664,@StandardBankZA i have to seperate ways with a bank i have been using for more than 17 years. Yeerrrr which bank you hold on the line for more than 30 minutes only for a call to be dropped...@CapitecBankSA and @Nedbank am a free agent contact me
2022-12-21 11:49:49+00:00,StandardBankZA,"@MMLehapa Hi there MMLehapa, your comment concerns us and we would like to reach out and address any unresolved issues. Please may we ask you DM us more details for us to assist you."
2022-12-21 11:49:01+00:00,hareshghatala,"@StandardBankZA No assitance from branch (Mall of Africa Branch)
Why you guys not delivering the card insted wasting your customers time for collection?"
2022-12-21 11:48:16+00:00,NKULEE_KHOZO,@StandardBankZA True #BecauseUCount #HowAboutNowSummer
2022-12-21 11:44:51+00:00,StandardBankZA,@AndrewThabang3 Please click on the link below to get all the information you need to regarding our rewards programme.
2022-12-21 11:43:34+00:00,StandardBankZA,@AndrewThabang3 On the UCount Rewards in-app platform of the Standard Bank Banking App. Contact the UCount Rewards Contact Centre on 0860 826 868 or you can visit your nearest Standard Bank branch.
2022-12-21 11:43:20+00:00,StandardBankZA,@AndrewThabang3 Hi Andrew. Thank you for showing interest. There are a variety of ways to join our rewards programme: On the UCount Rewards website.
2022-12-21 11:43:16+00:00,Toobsieh,"@StandardBankZA 👟
#HowAboutNowSummer https://t.co/jGmlmkXTzR"
2022-12-21 11:41:48+00:00,StandardBankZA,"@GavinPansegrouw Hi Gavin, thank you for reaching out to us. We're sorry we have made you feel this way, this is not how we want our valued customer to feel. Please send us an inbox of your private bankers' details and yours so we can urgently escalate this."
2022-12-21 11:39:08+00:00,StandardBankZA,@linsam12 Hi Linda. We do apologies for the level of service you have recieved. Did the fraud department clarify why there are still uncleared transactions?
2022-12-21 11:33:36+00:00,mpatiruth,@StandardBankZA #HowAboutNowSummer #BecauseUCount True ✅✅💯💯
2022-12-21 11:27:53+00:00,Letlapa_OnAir,"@StandardBankZA True
#BecauseUCount"
2022-12-21 11:26:57+00:00,Zlm0016,@StandardBankZA 🛋️#HowAboutNowSummer
2022-12-21 11:25:44+00:00,linsam12,"@StandardBankZA Standard Bank are doing everything possible to avoid dealing with my credit card fraud🤬🤬🤬
6 days ago I was told it would take 7 days to investigate.  Now Ive received a notice that the investigation has been put on hold because of uncleared transactions 🤬🤬🤬"
2022-12-21 11:25:42+00:00,StandardBankZA,"@hareshghatala Hi Haresh, this doesn't sound good at all and we would like to make enhance your experience with us. Did you manage to get assisted at the the branch? Please DM us with further details including the name of the branch you visited."
2022-12-21 11:19:32+00:00,ThandazaGal,"@StandardBankZA 👟
#HowAboutNowSummer https://t.co/rNCMWGQ00P"
2022-12-21 11:19:31+00:00,Mat_Mokgotla,@malukubabe @StandardBankZA Well done my heart 💗
2022-12-21 11:19:22+00:00,PhutegoVee,"@StandardBankZA True👌
#BecauseUCount #HowAboutNowSummer"
2022-12-21 11:17:24+00:00,TshifhiwaRofhi,@StandardBankZA True #BecauseUCount #HowAboutNowSummer
2022-12-21 11:17:14+00:00,Sandynyathi,@StandardBankZA We are inside your bank at the pavillion this is not it! Holding on for bloody 17mins this is not it do better!!!!; https://t.co/ojPYZT6BAi
2022-12-21 11:15:57+00:00,Sandynyathi,@StandardBankZA This is not it really inside your bank at pavillion is chaos we hold on for 17mins wth Standard bank do better!!!! https://t.co/9FizUAQ0tr
2022-12-21 11:13:09+00:00,GavinPansegrouw,@StandardBankZA been trying since 1 October to resolve a simple query!  No response from my private banker!  No response to my emails to them or to the complaints department.  And your. callcentre is just totally useless!
2022-12-21 11:11:25+00:00,anati_maharaj,@StandardBankZA True
2022-12-21 11:09:22+00:00,jamokgala,"@StandardBankZA #BecauseYouCount
#HowAboutNowSummer 

True"
2022-12-21 11:06:38+00:00,MMLehapa,Please recommend a good bank. I have been fighting with @StandardBankZA and I'm done.
2022-12-21 11:03:31+00:00,RonaldMathe4,@malukubabe @StandardBankZA 😍😍😘
2022-12-21 11:00:20+00:00,PearlBongie,"@StandardBankZA 👟
#HowAboutNowSummer https://t.co/lykp6MssPu"
2022-12-21 10:58:15+00:00,AndrewThabang3,@StandardBankZA How can I apply for Ucount
2022-12-21 10:51:58+00:00,hareshghatala,"@StandardBankZA it is again showcase of worst service.
I opened account &amp; came to collect my card. It is only 10 peoples in the queue but still after 30-40 mins only 2 served and still 8 ahead of me and 4 behind me.
Hatsoff to continues worst service.
#worst #services"
2022-12-21 10:49:39+00:00,StandardBankZA,@khanyamkuhlu_ Which platform did you use to order your card Khanya?
2022-12-21 10:47:44+00:00,AllistairJohn,@StandardBankZA Loaded locked and ready for summer https://t.co/5pYSV2asDM
2022-12-21 10:47:03+00:00,LeeRamanna,@StandardBankZA Hi there my son has a StandardBank account and he's activating UCount this week 🤗 #BecauseUCount #HowAboutNowSummer
2022-12-21 10:46:24+00:00,lizamcooper,@StandardBankZA #BecauseUCount  True #HowAboutNowSummer #ItCanBe
2022-12-21 10:43:09+00:00,NkaPilime,@malukubabe @StandardBankZA 👌👋👋👋🙏🌷 https://t.co/r062uSeqm6
2022-12-21 10:42:37+00:00,StandardBankZA,@Raxwell_K Your views matter to us and we apologise for the delay. Should you have any concerns or inquiry in the future please DM us.
2022-12-21 10:41:50+00:00,khanyamkuhlu_,@StandardBankZA The card I’m picking up is being delivered at the suites in Sandton though?
2022-12-21 10:41:32+00:00,PaigeGerm,@StandardBankZA ✈️ #HowAboutNowSummer
2022-12-21 10:41:09+00:00,StandardBankZA,"@khanyamkuhlu_ Hi Khanya, we hope you are well😊. We would recommend that you visit our Private Banking suite in Hyde Park. Please be advised that your private banker is also available for further assistance."
2022-12-21 10:38:07+00:00,StandardBankZA,@tomula2000 We have received your DM and will continue to assist you there. We have also escalated your details to the relevant team who will be in contact with you soon.
2022-12-21 10:37:08+00:00,Navigator_ZA,@StandardBankZA True 😊 #BecauseUCount #HowAboutNowSummer
2022-12-21 10:36:40+00:00,MrTHendr,@StandardBankZA Yep
2022-12-21 10:29:57+00:00,Raxwell_K,"@StandardBankZA I was assisted, eventually. Either increase staff on duty or find a way to quicken the service."
2022-12-21 10:29:23+00:00,Bongz967,@StandardBankZA True #BecauseUCount
2022-12-21 10:27:50+00:00,Cathie1929,"@StandardBankZA Dancing in my ballet shoes, actually non skid yoga socks. They look similar 🌹"
2022-12-21 10:26:30+00:00,StandardBankZA,"@Cathie1929 You will be chilling indoors, on your phone and knitting, Cecilia? 😀 #HowAboutNowSummer"
2022-12-21 10:24:24+00:00,khanyamkuhlu_,@StandardBankZA where can I find the Private Banking suites in Sandton? 8 Alice Street is not it cause I can’t find them there
2022-12-21 10:22:52+00:00,StandardBankZA,"@Nabela08500786 That is great, Nabela. Is there a particular reason for choosing to stay indoors during Big Days? 😀 #HowAboutNowSummer"
2022-12-21 10:22:23+00:00,imaanbluerobot1,with one of these emojis: 👟✈️ 🛋️🕺 AND #HowAboutNowSummer @StandardBankZA
2022-12-21 10:20:31+00:00,StandardBankZA,"@AllistairJohn Lovely! 😁 Will you show us your summer Kotini, John? 🤩 #HowAboutNowSummer"
2022-12-21 10:20:30+00:00,StandardBankZA,Can corporates match the hearts of their employees? See how Gift of the Givers has aided the small town of Touwsrivier: https://t.co/Fvcw7JVghT #ItCanBe https://t.co/BcK6CGTCzf
2022-12-21 10:18:14+00:00,Georgekhoza007,@StandardBankZA #ItCanBe
2022-12-21 10:17:30+00:00,umiyagi_,@StandardBankZA Looking forward to that 🤌🏼🤌🏼😭😭 #HowAboutNowSummer 💙
2022-12-21 10:17:24+00:00,StandardBankZA,"Can we turn caregivers into teachers? Find out by watching Mam’ Eden’s story of love, passion and hope. https://t.co/Fvcw7JVghT #ItCanBe https://t.co/pZDPqT7agM"
2022-12-21 10:17:18+00:00,StandardBankZA,"@BONNIE_SEF Ishuuu! We love this combination 🥳. Where will you be this festive season, Bonolo? 😎  #HowAboutNowSummer"
2022-12-21 10:16:39+00:00,Jane19960669,@StandardBankZA #HowAboutNowSummer 👟
2022-12-21 10:15:53+00:00,StandardBankZA,"@tricvick Hi Vicki. - thank you for bringing this to our attention, we truly apologies for the level of service offered. We will ensure that we investigate this matter further with our Branch Team. May you please confirm if you were assisted with your query at the branch?"
2022-12-21 10:15:44+00:00,umiyagi_,"@StandardBankZA For me, this year's theme has been 🛋️ because that's what my bank balance allows 🫣 but its also na enjoyment as its a very calming thing to do #HowAboutNowSummer"
2022-12-21 10:15:16+00:00,StandardBankZA,"@Khanedzeni3 Is that your final answer, Khane? 😉 #BecauseUCount #HowAboutNowSummer"
2022-12-21 10:14:48+00:00,StandardBankZA,"@Raxwell_K Hi Raxwell. - thank you for bringing this to our attention, we truly apologise for the level of service offered. We will ensure that we investigate this matter further with our Branch Team. May you please confirm if you were assisted with your query at the branch?"
2022-12-21 10:13:18+00:00,mavokweni,"@StandardBankZA True
#BecauseUCount"
2022-12-21 10:12:51+00:00,Sabie1985,@StandardBankZA True #BecauseUCount
2022-12-21 10:12:20+00:00,JosephKgatle100,@StandardBankZA #ItCanBe
2022-12-21 10:11:18+00:00,cakelad86766921,@StandardBankZA True 👍🏾 #BecauseUCount #HowAboutNowSummer
2022-12-21 10:11:04+00:00,RaisonChauke,"@StandardBankZA True
#BecauseUCount"
2022-12-21 10:10:58+00:00,StandardBankZA,"@Gofaone23 Where are we going for holidays, Gofas? 💃🥳 #HowAboutNowSummer"
2022-12-21 10:09:55+00:00,allie_igshaan,@StandardBankZA True #BecauseUCount
2022-12-21 10:09:37+00:00,StandardBankZA,"@NoloWaBadimo How sure are you about your answer, Bonolo? 🧐 #BecauseUCount #HowAboutNowSummer"
2022-12-21 10:08:46+00:00,StandardBankZA,"@Gofaone23 Are you 100% sure, Gofas? 😎 #BecauseUCount #HowAboutNowSummer"
2022-12-21 10:08:06+00:00,StandardBankZA,"@kutulips Is your UCount Rewards card activated, Kermit? 😀 #BecauseUCount #HowAboutNowSummer"
2022-12-21 10:06:58+00:00,StandardBankZA,Can we help small business owners reach their big dreams? Watch the heartwarming story of Becky and Guylain to find out: https://t.co/Fvcw7JVghT #ItCanBe https://t.co/yEfUuqxUto
2022-12-21 10:04:50+00:00,StandardBankZA,Can we give our brightest minds more opportunities? Watch the answer unfold in Azraa’s inspiring story: https://t.co/Fvcw7JVghT #ItCanBe https://t.co/icIQBSu9rg
2022-12-21 10:04:44+00:00,Abuti_______joe,@StandardBankZA #BecauseUCount TRUE
2022-12-21 10:03:34+00:00,StandardBankZA,@Nimsa_Mac You are welcome NIMSA.
2022-12-21 10:02:04+00:00,malukubabe,@khensiPetu @StandardBankZA Thanks sthandwa 💕
2022-12-21 10:01:58+00:00,precious_pulley,@StandardBankZA 🕺 #HowAboutNowSummer @StandardBankZA
2022-12-21 10:01:54+00:00,malukubabe,@LawrenceRamano @StandardBankZA Thanks Lawrence 💕
2022-12-21 10:01:45+00:00,malukubabe,@cheza_prop @StandardBankZA Thanks Tshedza 💕
2022-12-21 10:01:43+00:00,ladyD23350642,"@StandardBankZA TRUE
#HowAboutNowSummer
#BecauseUCount"
2022-12-21 10:01:36+00:00,malukubabe,@Pyzozo85 @StandardBankZA Thanks Pius 💕
2022-12-21 10:00:41+00:00,tricvick,@StandardBankZA your in branch service is beyond reprehensible for forex. Been waiting 3 days to get a simple forex transaction through. Now sitting in a branch (that has no manager on duty) to wait for someone in another branch who is “busy” to release a receipt. Amateur hour.
2022-12-21 10:00:00+00:00,Raxwell_K,@StandardBankZA the queue at your Thibault Square branch; one would be lucky to get served within an hour. Something definitely needs to change.
2022-12-21 09:57:37+00:00,StandardBankZA,Can small-scale farmers feed a nation? Mam’ Siphiwe has the answer. Watch her full video to hear it: https://t.co/Fvcw7JVghT #ItCanBe https://t.co/oQO31jYINM
2022-12-21 09:56:13+00:00,__Reabetswe__,@StandardBankZA Standard Bank App #BecauseUCount #HowAboutNowSummer
2022-12-21 09:55:44+00:00,Kimma_Girl,@StandardBankZA Thank you fam
2022-12-21 09:55:23+00:00,StandardBankZA,"@__Reabetswe__ Where did you activate your UCount Rewards card, Rea? 😀 #BecauseUCount #HowAboutNowSummer"
2022-12-21 09:52:58+00:00,kaykesh,"@StandardBankZA Yes ✅️
#BecauseUCount 
#HowAboutNowSummer"
2022-12-21 09:52:57+00:00,YOLI93_,@StandardBankZA Nowhere 🥺.. #BecauseUCount #HowAboutNowSummer 💙
2022-12-21 09:52:40+00:00,StandardBankZA,"@tomula2000 Apologies on the inconvenience this has caused. May you please send us a DM with your ID number, email address and contact details you are currently using internationally."
2022-12-21 09:52:06+00:00,kutulips,@StandardBankZA True #BecauseUCount
2022-12-21 09:51:05+00:00,StandardBankZA,"@Nimsa_Mac Hi @Nimsa_Mac, our team will look into this."
2022-12-21 09:49:40+00:00,Black_Tanash,@StandardBankZA True #BecauseUCount #HowAboutNowSummer
2022-12-21 09:49:30+00:00,kutulips,@StandardBankZA ✈️
2022-12-21 09:48:57+00:00,StandardBankZA,"@kaykesh Are you a UCount Rewards card holder, Rosintha? 😉 #BecauseUCount #HowAboutNowSummer"
2022-12-21 09:43:09+00:00,phat_siiFashion,"@StandardBankZA True
#BecauseUCount 
 #HowAboutNowSummer @StandardBankZA"
2022-12-21 09:42:51+00:00,Tshiman62537736,"@StandardBankZA True 
#BecauseUCount 
#HowAboutNowSummer"
2022-12-21 09:42:34+00:00,khensiPetu,@malukubabe @StandardBankZA Well done babe 👏🏾👏🏾
2022-12-21 09:42:19+00:00,Washu09016350,"@StandardBankZA True 
#BecauseUCount 
#HowAboutNowSummer"
2022-12-21 09:41:38+00:00,Rolivhu40242971,"@StandardBankZA True 
#BecauseUCount 
#HowAboutNowSummer"
2022-12-21 09:40:58+00:00,StandardBankZA,"@TauAphane Well done, Tau! 🤗💙"
2022-12-21 09:40:43+00:00,phat_siiFashion,"@StandardBankZA ✈️ 
#HowAboutNowSummer @StandardBankZA"
2022-12-21 09:40:29+00:00,SiphosethuNzam1,@StandardBankZA True #BecauseUCount #HowAboutNowSummer
2022-12-21 09:39:45+00:00,elma_mercedes,"@StandardBankZA True 
#BecauseUCount
#HowAboutNowSummer"
2022-12-21 09:39:34+00:00,direlang,"@StandardBankZA Definitely TRUE💯💯💯💯💯
#BecauseUCount
#HowAboutNowSummer"
2022-12-21 09:39:07+00:00,StandardBankZA,@Nimsa_Mac We have responded via DM. Please check your DM for our response.
2022-12-21 09:36:48+00:00,Dimakat69078684,"@StandardBankZA True 
#BecauseUCount 
#HowAboutNowSummer"
2022-12-21 09:36:33+00:00,StandardBankZA,"@JustineJoyIt Hi Justine, thank you for bringing this to our attention, we truly apologise for the level of service offered. We will ensure that we investigate this matter further with our Branch Team. May you please DM us your contact details so we may revert to you?"
2022-12-21 09:32:30+00:00,LawrenceRamano,@malukubabe @StandardBankZA Well done champ
2022-12-21 09:32:28+00:00,cheza_prop,@malukubabe @StandardBankZA Well delivered Ma’Gumbi 👏🏾👏🏾👊🏾👊🏾
2022-12-21 09:31:49+00:00,Pyzozo85,@malukubabe @StandardBankZA Nice work Maluku 👏👏
2022-12-21 09:28:51+00:00,malukubabe,@audreyMhlanga @StandardBankZA Thanks love 💞
2022-12-21 09:28:42+00:00,malukubabe,@thandy24 @StandardBankZA Thanks hun 💕
2022-12-21 09:28:33+00:00,malukubabe,@KingTsholo012 @StandardBankZA Thanks king 💞
2022-12-21 09:28:21+00:00,malukubabe,@Lutendo88891060 @StandardBankZA Thanks Lutendo 💕
2022-12-21 09:28:11+00:00,malukubabe,@Mamje4 @StandardBankZA Thanks darling 💕
2022-12-21 09:28:02+00:00,JustineJoyIt,"@StandardBankZA your Cresta branch is awful.
It feels like Home Affairs.
The managers just interrupt staff in the middle of servicing clients. 
I am in hell, and I haven’t event been served yet."
2022-12-21 09:28:01+00:00,malukubabe,@zikodesbu @StandardBankZA Thanks sthandwa 💕
2022-12-21 09:27:38+00:00,tshego_mphafs,"@StandardBankZA True
#HowAboutNowSummer 
#BecauseUCount"
2022-12-21 09:27:35+00:00,malukubabe,@luckymnisi1985 @StandardBankZA Thanks Lucky 💕
2022-12-21 09:27:22+00:00,malukubabe,@MrThobaniMkhize @StandardBankZA Thanks Thobani 💕
2022-12-21 09:27:11+00:00,StandardBankZA,@Nimsa_Mac Thanks Nimsa_Mac. We will respond to your DM shortly.
2022-12-21 09:27:09+00:00,malukubabe,@RonaldMathe4 @StandardBankZA Babe 💕
2022-12-21 09:26:56+00:00,malukubabe,@mjoza10 @StandardBankZA Thanks Mjoza 💕
2022-12-21 09:26:44+00:00,malukubabe,@vijjuzone @StandardBankZA Thanks Vijay 💕
2022-12-21 09:25:43+00:00,TauAphane,"@AiyandaGov @StandardBankZA I also thought so in the beginning but I realized that I was wrong. In order to get benefits, use your standard bank card for purchases, refill at Caltex, you also earn points by just remaining a standard bank customer."
2022-12-21 09:25:42+00:00,Nomagolide2,@StandardBankZA #BecauseUCount @StandardBankZA 💙 TRUE
2022-12-21 09:25:17+00:00,MeketeRami,"@StandardBankZA True
#BecauseUCount"
2022-12-21 09:23:45+00:00,olgaskhasimbe,"@StandardBankZA True @StandardBankZA 
#BecauseUCount"
2022-12-21 09:22:17+00:00,TauAphane,@StandardBankZA True
2022-12-21 09:22:05+00:00,TsitsilaH,"@StandardBankZA True
#BecauseUCount"
2022-12-21 09:21:15+00:00,audreyMhlanga,@malukubabe @StandardBankZA Welldone Sthandwa 👏🏼👏🏼👌🏼❤️
2022-12-21 09:21:13+00:00,dnodada,@StandardBankZA True #BecauseUCount  #HowAboutNowSummer
2022-12-21 09:20:42+00:00,StandardBankZA,"@Mbali_Sibisi_ Hi Van Gogh

Kindly check and increase your monthly EAP limit via the Mobile App. Sign in on the app, go to 'Manage' then select EAP limit. Let us know should you experience any challenges. 💙"
2022-12-21 09:19:59+00:00,Iam_tersia,@StandardBankZA CT
2022-12-21 09:19:34+00:00,Kimma_Girl,@StandardBankZA please check and reply to dm again
2022-12-21 09:17:53+00:00,Ladyluck690,@StandardBankZA True #BecauseUCount
2022-12-21 09:17:50+00:00,Gofaone23,"@StandardBankZA True 
@StandardBankZA 
#BecauseUCount"
2022-12-21 09:17:24+00:00,Gofaone23,@StandardBankZA ✈️ #HowAboutNowSummer
2022-12-21 09:17:23+00:00,NoloWaBadimo,@StandardBankZA #HowAboutNowSummer #BecauseUCount True ✅✅💯💯
2022-12-21 09:17:18+00:00,Khanedzeni3,"True
#BecauseUCount
#HowAboutNowSummer
@StandardBankZA"
2022-12-21 09:16:17+00:00,BONNIE_SEF,"@StandardBankZA Vacation
Family time 
Groove 

#HowAboutNow #ItCanBe @StandardBankZA"
2022-12-21 09:16:03+00:00,AllistairJohn,"@StandardBankZA 👟👟👟👟👟👟👟👟👟👟👟👟👟👟👟👟👟👟👟👟👟👟👟👟👟👟👟👟👟👟👟👟👟👟 and some more 👟👟👟👟👟👟👟👟👟👟👟👟 and then 👟👟👟👟👟👟👟👟👟👟👟👟👟👟👟👟👟
#HowAboutNowSummer"
2022-12-21 09:15:38+00:00,BONNIE_SEF,"@StandardBankZA True 
@StandardBankZA 
#BecauseUCount"
